FormatData_af#getContents()::: format data_af get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_agq#getContents()::: format data_agq get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_ak#getContents()::: format data_ak get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_am#getContents()::: format data_am get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_DateTimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_buddhist_long_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_ar#getContents()::: format data_ar get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterNarrows->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_roc_long_Eras->new->StringArr->metaValue_islamic_MonthNames->new->StringArr->metaValue_islamic_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_to#getContents()::: format data_to get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_japanese_narrow_AmPmMarkers->new->StringArr->metaValue_calendarname_gregorian->metaValue_brah_NumberElements->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_tr#getContents()::: format data_tr get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_QuarterNarrows->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_long_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_roc_Eras->new->StringArr->metaValue_islamic_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_tr_CY#getContents()::: format data_tr_ y get contents:::metaValue_TimePatterns->new->StringArr->data->new->ObjectArrs->return
FormatData_tt#getContents()::: format data_tt get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_MonthNarrows->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_japanese_narrow_AmPmMarkers->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_twq#getContents()::: format data_twq get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_tzm#getContents()::: format data_tzm get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_ug#getContents()::: format data_ug get contents:::metaValue_MonthNames->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_abbreviated_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_buddhist_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_roc_Eras->new->StringArr->metaValue_islamic_MonthNames->new->StringArr->metaValue_islamic_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_uk#getContents()::: format data_uk get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_buddhist_long_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_islamic_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_ur#getContents()::: format data_ur get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_long_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_DayNarrows->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_buddhist_long_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_roc_AmPmMarkers->new->StringArr->metaValue_roc_long_Eras->new->StringArr->metaValue_islamic_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_ur_IN#getContents()::: format data_ur_ n get contents:::data->new->ObjectArrs->new->StringArr->return
FormatData_uz#getContents()::: format data_uz get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_uz_Arab#getContents()::: format data_uz_ arab get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->return
FormatData_uz_Cyrl#getContents()::: format data_uz_ cyrl get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_vai#getContents()::: format data_vai get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->return
FormatData_vai_Latn#getContents()::: format data_vai_ latn get contents:::metaValue_MonthNames->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->return
FormatData_vi#getContents()::: format data_vi get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_standalone_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_narrow_AmPmMarkers->new->StringArr->metaValue_long_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_MonthNarrows->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_buddhist_long_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_roc_long_Eras->new->StringArr->metaValue_islamic_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_vun#getContents()::: format data_vun get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->return
FormatData_wae#getContents()::: format data_wae get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_standalone_QuarterAbbreviations->new->StringArr->metaValue_long_Eras->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->return
FormatData_wo#getContents()::: format data_wo get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_MonthNarrows->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_xog#getContents()::: format data_xog get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_standalone_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->return
FormatData_yav#getContents()::: format data_yav get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_standalone_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_yo#getContents()::: format data_yo get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_MonthNarrows->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_yo_BJ#getContents()::: format data_yo_ j get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_AmPmMarkers->new->StringArr->data->new->ObjectArrs->return
FormatData_yue#getContents()::: format data_yue get contents:::metaValue_MonthNames->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_long_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_DateTimePatterns->new->StringArr->metaValue_buddhist_MonthNarrows->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_buddhist_long_Eras->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_japanese_long_Eras->new->StringArr->metaValue_roc_long_Eras->new->StringArr->metaValue_islamic_MonthNames->new->StringArr->metaValue_islamic_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_yue_Hans#getContents()::: format data_yue_ hans get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_long_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_DateTimePatterns->new->StringArr->metaValue_buddhist_MonthNarrows->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_buddhist_long_Eras->new->StringArr->metaValue_japanese_long_Eras->new->StringArr->metaValue_roc_long_Eras->new->StringArr->metaValue_islamic_MonthNames->new->StringArr->metaValue_islamic_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_zgh#getContents()::: format data_zgh get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_MonthNarrows->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_buddhist_DayNarrows->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_java_time_buddhist_DatePatterns->new->StringArr->metaValue_buddhist_DatePatterns->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
FormatData_zh#getContents()::: format data_zh get contents:::metaValue_MonthNames->new->StringArr->metaValue_MonthAbbreviations->new->StringArr->metaValue_DayNames->new->StringArr->metaValue_DayAbbreviations->new->StringArr->metaValue_DayNarrows->new->StringArr->metaValue_QuarterNames->new->StringArr->metaValue_QuarterAbbreviations->new->StringArr->metaValue_AmPmMarkers->new->StringArr->metaValue_long_Eras->new->StringArr->metaValue_TimePatterns->new->StringArr->metaValue_DateTimePatterns->new->StringArr->metaValue_buddhist_MonthNarrows->new->StringArr->metaValue_buddhist_QuarterNarrows->new->StringArr->metaValue_buddhist_long_Eras->new->StringArr->metaValue_japanese_long_Eras->new->StringArr->metaValue_roc_long_Eras->new->StringArr->metaValue_islamic_long_Eras->new->StringArr->metaValue_calendarname_gregorian->data->new->ObjectArrs->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->new->StringArr->return
